"ProteinID","GeneID","Query.Length","Description","SequenceID","Length","GeneSymbol","pident","UniprotID"
"FUN_015683-T1","FUN_015683","Length:965","Lon protease-like protein [Acropora cervicornis]","KAK2559264.1",889,"IMMP2L",63.647,"Q924S5"
"FUN_015687-T1","FUN_015687","Length:544","SHC-transforming protein 1 [Acropora cervicornis]","KAK2559131.1",422,"MAPK1IP1L",35.753,"O70142"
"FUN_015688-T1","FUN_015688","Length:368","Death-associated protein kinase 3 [Acropora cervicornis]","KAK2559130.1",302,"DAPK3",54.777,"Q9UIK4"
"FUN_015695-T1","FUN_015695","Length:335","fructose-1,6-bisphosphatase isozyme 2-like [Montipora foliosa]","XP_068694448.1",335,"ARSC2",64.024,"P00637"
"FUN_015696-T1","FUN_015696","Length:513","Alpha-aminoadipic semialdehyde dehydrogenase [Acropora cervicornis]","KAK2559213.1",328,"AASDH",70.472,"P49419"
"FUN_015699-T1","FUN_015699","Length:287","hypothetical protein pdam_00021402, partial [Pocillopora damicornis]","RMX42702.1",292,NA,75.61,"Q7ZVZ7"
"FUN_015702-T1","FUN_015702","Length:194","receptor expression-enhancing protein 5-like isoform X2 [Acropora millepora]","XP_029182910.1",195,"ATP6V1A2",49.425,"Q5RE33"
"FUN_015703-T1","FUN_015703","Length:447","probable serine incorporator [Acropora millepora]","XP_029182908.2",448,"SERINC1",48.366,"A7S4N4"
"FUN_015706-T1","FUN_015706","Length:1294","PREDICTED: GPI ethanolamine phosphate transferase 3-like isoform X1 [Acropora digitifera]","XP_015769775.1",1107,"PGAP4",33.733,"Q8TEQ8"
"FUN_015707-T1","FUN_015707","Length:485","m7GpppN-mRNA hydrolase [Acropora cervicornis]","KAK2559283.1",384,"ADPRH",51.502,"Q9CYC6"
"FUN_015720-T1","FUN_015720","Length:421","Stomatin-like protein 2 [Acropora cervicornis]","KAK2559228.1",389,"CDK2AP2P2",63.188,"Q9UJZ1"
"FUN_015734-T1","FUN_015734","Length:471","alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase-like [Acropora millepora]","XP_029210310.2",471,"B3GNTL1P2",55.438,"Q09325"
"FUN_015737-T1","FUN_015737","Length:1038","hypothetical protein P5673_016716 [Acropora cervicornis]","KAK2560380.1",483,NA,70.429,"Q4R779"
"FUN_015738-T1","FUN_015738","Length:361","betaine--homocysteine S-methyltransferase 1-like [Acropora muricata]","XP_067019757.1",361,"BHMT",57.735,"Q32LQ4"
"FUN_015740-T1","FUN_015740","Length:360","betaine--homocysteine S-methyltransferase 1-like [Acropora muricata]","XP_067019757.1",361,"BHMT",60.674,"Q5XGM3"
"FUN_015742-T1","FUN_015742","Length:356","creatine kinase M-type-like [Acropora millepora]","XP_044164206.1",376,"MAP4K1",72.892,"P00565"
"FUN_015744-T1","FUN_015744","Length:473","threonine synthase-like 2 [Acropora millepora]","XP_029202665.2",475,"SRML2",50,"Q5RFE6"
"FUN_015747-T1","FUN_015747","Length:150","myosin-2 essential light chain-like [Acropora millepora]","XP_029202668.1",150,"MYLL1",43.919,"P54357"
"FUN_015749-T1","FUN_015749","Length:197","Guanylate kinase, partial [Acropora cervicornis]","KAK2560442.1",131,"MAP4K1",54.497,"Q16774"
"FUN_015750-T1","FUN_015750","Length:536","leucine-rich repeat-containing protein 47-like [Acropora muricata]","XP_067019816.1",536,"RXFP1",38.612,"Q505F5"
"FUN_015752-T1","FUN_015752","Length:111","PREDICTED: eukaryotic translation initiation factor 1-like [Acropora digitifera]","XP_015752797.1",111,"EEF1A1L14",70.27,"P42678"
"FUN_015757-T1","FUN_015757","Length:148","hypothetical protein","",NA,NA,27.273,"Q5X2T2"
"FUN_015761-T1","FUN_015761","Length:1111","Thioredoxin domain-containing protein 3-like protein [Acropora cervicornis]","KAK2560505.1",998,"TMX1",48.119,"P90666"
"FUN_015768-T1","FUN_015768","Length:142","unnamed protein product [Medioppia subpectinata]","CAD7648855.1",122,"UBA52",92.254,"P53680"
"FUN_015769-T1","FUN_015769","Length:775","acyl-CoA dehydrogenase family member 10-like isoform X1 [Acropora muricata]","XP_067033223.1",1033,"MRGPRX1",55,"B3DMA2"
"FUN_015771-T1","FUN_015771","Length:610","La-related protein Larp4B [Acropora cervicornis]","KAK2560597.1",718,"LARP4B-DT",65.027,"Q9I7T7"
"FUN_015772-T1","FUN_015772","Length:610","Solute carrier family 23 member 1 [Acropora cervicornis]","KAK2560599.1",577,"SLC23A1",49.908,"B0JZG0"
"FUN_015773-T1","FUN_015773","Length:1169","solute carrier family 23 member 1-like [Acropora millepora]","XP_029211348.2",646,"SLC22A23",49.908,"B0JZG0"
"FUN_015776-T1","FUN_015776","Length:543","PREDICTED: frizzled-5-like [Acropora digitifera]","XP_015779586.1",543,NA,56.284,"B3DIG4"
"FUN_015777-T1","FUN_015777","Length:586","V-type proton ATPase 116 kDa subunit a 1-like isoform X1 [Acropora muricata]","XP_067022840.1",856,"ATP6V1A2",59.966,"Q9Z1G4"
"FUN_015822-T1","FUN_015822","Length: 1116","Adhesion G protein-coupled receptor E1 [Acropora cervicornis]","KAK2571106.1",1107,"ADGRE1",36.126,"Q14246"
"FUN_015831-T1","FUN_015831","Length: 272","hypothetical protein P5673_004077 [Acropora cervicornis]","KAK2571474.1",272,NA,24.103,"Q8FTH8"
"FUN_015838-T1","FUN_015838","Length: 217","growth factor receptor-bound protein 2-like [Acropora millepora]","XP_029189715.1",217,"GRB2",53.302,"Q60631"
"FUN_015839-T1","FUN_015839","Length: 1290","Protein flightless-1-like protein [Acropora cervicornis]","KAK2572031.1",987,"PSMA6",57.738,"F8WK50"
"FUN_015841-T1","FUN_015841","Length: 1463","Intraflagellar transport protein 140-like protein [Acropora cervicornis]","KAK2572027.1",1453,"IFTAP",54.01,"E9PY46"
"FUN_015843-T1","FUN_015843","Length: 1974","Myosin heavy chain [Acropora cervicornis]","KAK2571689.1",883,"MHRT",59.219,"Q61879"
"FUN_015844-T1","FUN_015844","Length: 394","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 [Acropora cervicornis]","KAK2571687.1",536,"TAB1",43.939,"Q8CF89"
"FUN_015845-T1","FUN_015845","Length: 301","DCN1-like protein 3 [Acropora millepora]","XP_029189688.2",301,"KRTAP3-3",46.939,"Q8IWE4"
"FUN_015846-T1","FUN_015846","Length: 941","PREDICTED: MKL/myocardin-like protein 1 isoform X1 [Acropora digitifera]","XP_015752888.1",964,NA,33.025,"Q9ULH7"
"FUN_015848-T1","FUN_015848","Length: 448","NADP-specific glutamate dehydrogenase [Acropora cervicornis]","KAK2571680.1",448,"GLUD1",62.277,"P43793"
"FUN_015851-T1","FUN_015851","Length: 1532","Lethal(3)malignant brain tumor-like protein 3 [Acropora cervicornis]","KAK2571690.1",1611,"A12M3",29.058,"Q9UHJ3"
"FUN_015853-T1","FUN_015853","Length: 217","Growth factor receptor-bound protein 2 [Acropora cervicornis]","KAK2571922.1",427,"GRB2",59.375,"Q66II3"
"FUN_015856-T1","FUN_015856","Length: 352","hypothetical protein P5673_003345 [Acropora cervicornis]","KAK2571930.1",352,NA,28.378,"Q5WPS9"
"FUN_015858-T1","FUN_015858","Length: 999","Coiled-coil domain-containing protein 40 [Acropora cervicornis]","KAK2572075.1",413,"ZBTB40",38.557,"Q4G0X9"
"FUN_015859-T1","FUN_015859","Length: 21284","Tenascin-X [Acropora cervicornis]","KAK2572079.1",21284,NA,32.659,"P22105"
"FUN_015860-T1","FUN_015860","Length: 782","Protein HID1 [Acropora cervicornis]","KAK2572080.1",724,"HID1",68.136,"Q8IV36"
"FUN_015861-T1","FUN_015861","Length: 383","uncharacterized protein [Acropora muricata]","XP_067045242.1",383,"GPRASP1",29,"Q8IVE3"
"FUN_015867-T1","FUN_015867","Length: 593","Diacylglycerol lipase-beta [Acropora cervicornis]","KAK2571722.1",460,"DAGLB",36.232,"Q8NCG7"
"FUN_015870-T1","FUN_015870","Length: 829","trichohyalin-like [Acropora millepora]","XP_029192267.2",1803,"TCHHL1",36.111,"Q6CMB5"
"FUN_015871-T1","FUN_015871","Length: 1124","trichohyalin-like [Acropora millepora]","XP_029192267.2",1803,"TCHHL1",28.931,"Q9ERE6"
"FUN_015878-T1","FUN_015878","Length: 715","Sushi [Acropora cervicornis]","KAK2551258.1",385,"SNED1",31.894,"A0A1D5NSM8"
"FUN_015879-T1","FUN_015879","Length: 624","Sushi [Acropora cervicornis]","KAK2551259.1",2151,"SNED1",32.699,"A2AVA0"
"FUN_015892-T1","FUN_015892","Length: 894","Patched domain-containing protein 3 [Acropora cervicornis]","KAK2551275.1",834,"ISM2",28.166,"Q0EEE2"
"FUN_015894-T1","FUN_015894","Length: 771","endothelin-converting enzyme homolog [Acropora millepora]","XP_029200384.1",771,"DBR1",39.769,"B2RQR8"
"FUN_015901-T1","FUN_015901","Length: 744","Monocarboxylate transporter 10 [Acropora cervicornis]","KAK2551328.1",1145,"SLC21A10",24.096,"O74428"
"FUN_015903-T1","FUN_015903","0 Length: 431","Tryptophan 2 [Acropora cervicornis]","KAK2551312.1",400,"A12M2",61.097,"Q17P71"
"FUN_015904-T1","FUN_015904","Length: 1197","Synaptopodin 2-like protein [Acropora cervicornis]","KAK2551299.1",716,"TMEFF2",37.989,"Q09JY9"
"FUN_015906-T1","FUN_015906","Length: 581","Protein Red [Acropora cervicornis]","KAK2551297.1",497,"HCL2",51.067,"Q5NVI3"
"FUN_015909-T1","FUN_015909","Length: 1134","LOW QUALITY PROTEIN: protein KIBRA-like [Acropora millepora]","XP_029200371.2",1134,"TCF25",31.813,"B4K6I9"
"FUN_015912-T1","FUN_015912","Length: 1729","gem-associated protein 5-like isoform X1 [Acropora muricata]","XP_067042208.1",1767,"ATP6V1A2",37.372,"Q8BX17"
"FUN_015914-T1","FUN_015914","Length: 1253","Cytoplasmic FMR1-interacting protein 2 [Acropora cervicornis]","KAK2551270.1",992,"CYFIP2",60.828,"Q5SQX6"
"FUN_015922-T1","FUN_015922","Length: 353","Inactive pancreatic lipase-related protein 1 [Acropora cervicornis]","KAK2563114.1",1072,"PNLIPRP1",36.176,"P81139"
"FUN_015923-T1","FUN_015923","Length: 352","Inactive pancreatic lipase-related protein 1 [Acropora cervicornis]","KAK2563114.1",1072,"PNLIPRP1",34.67,"P17892"
"FUN_015924-T1","FUN_015924","Length: 357","Inactive pancreatic lipase-related protein 1 [Acropora cervicornis]","KAK2563117.1",403,"PNLIPRP1",36.769,"Q5BKQ4"
"FUN_015939-T1","FUN_015939","Length: 1673","Ras GTPase-activating-like protein IQGAP2 [Acropora cervicornis]","KAK2564424.1",1701,"RABGAP1L",53.176,"P46940"
"FUN_015941-T1","FUN_015941","Length: 219","coiled-coil domain-containing protein 124-like [Acropora palmata]","XP_074632581.1",219,"LCP2",52.336,"Q6PHE8"
"FUN_015942-T1","FUN_015942","Length: 257","Eukaryotic translation initiation factor 3 subunit J [Acropora cervicornis]","KAK2564422.1",322,"EIF3J",53.817,"A7RSH7"
"FUN_015952-T1","FUN_015952","Length: 794","Multiple C2 and transmembrane domain-containing protein 1 [Acropora cervicornis]","KAK2564508.1",729,"MCTP1",42.76,"E9PV86"
"FUN_015971-T1","FUN_015971","Length: 193","hypothetical protein P5673_012161 [Acropora cervicornis]","KAK2564680.1",104,NA,29.762,"P25341"
"FUN_015994-T1","FUN_015994","Length: 313","Mitochondrial carnitine/acylcarnitine carrier protein [Acropora cervicornis]","KAK2555995.1",221,NA,63.087,"Q9Z2Z6"
"FUN_015995-T1","FUN_015995","Length: 509","dihydrolipoyl dehydrogenase, mitochondrial-like [Pocillopora damicornis]","XP_027054831.1",510,"TUFMP1",75.106,"P09623"
"FUN_016003-T1","FUN_016003","Length:202","CCR4-NOT transcription complex subunit 7-like [Porites lutea]","XP_073253656.1",283,"HAUS7",74,"Q3ZC01"
"FUN_016006-T1","FUN_016006","Length: 607","Motile sperm domain-containing protein 2 [Acropora cervicornis]","KAK2556045.1",535,"MOSPD2",36.42,"Q9CWP6"
"FUN_016007-T1","FUN_016007","Length:1019","uncharacterized protein [Acropora muricata]","XP_067041768.1",985,"GPRASP1",29.506,"S8FIE4"
"FUN_016053-T1","FUN_016053","Length: 682","glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1-like [Montipora capricornis]","XP_068722163.1",682,"SSAV1L",69.32,"P82808"
"FUN_016058-T1","FUN_016058","Length: 587","Guanylate-binding protein 6 [Acropora cervicornis]","KAK2566431.1",681,"ARL6IP6",26.866,"A0A0G2JDV3"
"FUN_016060-T1","FUN_016060","Length: 620","bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase-like isoform X1 [Acropora millepora]","XP_029205313.2",620,"PAPSS1",71.215,"Q27128"
"FUN_016061-T1","FUN_016061","Length: 6534","Collagen alpha-3(VI) chain [Acropora cervicornis]","KAK2566200.1",12349,"COL6A3",22.5,"A2AX52"
"FUN_016064-T1","FUN_016064","Length: 2642","Thyroglobulin [Acropora cervicornis]","KAK2566203.1",1633,"TG",41.089,"P81439"
"FUN_016074-T1","FUN_016074","Length: 193","hypothetical protein P5673_011033 [Acropora cervicornis]","KAK2565116.1",313,NA,29.851,"Q968Y9"
"FUN_016079-T1","FUN_016079","Length: 399","Dipeptidase 1 [Acropora cervicornis]","KAK2566104.1",194,"A12M1",49.73,"P16444"
"FUN_016080-T1","FUN_016080","Length: 425","Dipeptidase 1 [Acropora cervicornis]","KAK2566106.1",237,"A12M1",48.677,"P16444"
"FUN_016085-T1","FUN_016085","Length: 348","D-arabinitol dehydrogenase 1 [Acropora cervicornis]","KAK2566338.1",407,"HSD17B1P1",29.217,"Q4R0J7"
"FUN_016087-T1","FUN_016087","Length: 470","Pancreatic lipase-related protein 2 [Acropora cervicornis]","KAK2551784.1",561,"PNLIPRP2",44.033,"P81139"
"FUN_016088-T1","FUN_016088","Length: 555","pancreatic lipase-related protein 2-like isoform X4 [Acropora muricata]","XP_067053272.1",373,"PNLIPRP1",42.105,"P81139"
"FUN_016089-T1","FUN_016089","Length: 892","xanthine dehydrogenase/oxidase-like [Acropora millepora]","XP_044174558.1",1319,NA,28.815,"Q00519"
"FUN_016090-T1","FUN_016090","Length: 160","xanthine dehydrogenase/oxidase-like [Acropora millepora]","XP_044174558.1",1319,NA,37.313,"Q852M2"
"FUN_016091-T1","FUN_016091","Length: 290","xanthine dehydrogenase/oxidase-like [Acropora millepora]","XP_044174558.1",1319,NA,43.357,"P10351"
"FUN_016093-T1","FUN_016093","Length: 618","PREDICTED: agrin-like [Acropora digitifera]","XP_015777745.1",472,"EGFLAM",29.06,"O00468"
"FUN_016095-T1","FUN_016095","Length: 463","POC1 centriolar protein homolog A-like isoform X1 [Acropora millepora]","XP_029183610.2",463,"POC1A",63.297,"Q28I85"
"FUN_016101-T1","FUN_016101","Length: 144","Constitutive coactivator of PPAR-gamma-like protein 1-like protein [Acropora cervicornis]","KAK2571037.1",1096,"FILIP1LP1",36.364,"Q84ZX8"
"FUN_016104-T1","FUN_016104","Length: 415","tubulin alpha chain-like [Acropora millepora]","XP_029205184.1",445,"CLTCL1",79.469,"P08537"
"FUN_016105-T1","FUN_016105","Length: 437","Cysteine-rich with EGF-like domain protein 2-A [Acropora cervicornis]","KAK2571188.1",430,"EFEMP1",47.152,"Q7SXF6"
"FUN_016106-T1","FUN_016106","Length: 847","endoplasmin-like [Acropora muricata]","XP_067023648.1",843,NA,68.667,"Q66HD0"
"FUN_016107-T1","FUN_016107","Length: 558","cholesterol 24-hydroxylase-like isoform X1 [Acropora millepora]","XP_029205161.2",503,"ATP6V1A2",34.845,"Q9Y6A2"
"FUN_016109-T1","FUN_016109","Length: 1372","Early endosome antigen 1 [Acropora cervicornis]","KAK2571185.1",1286,"EEA1",36.186,"Q8BL66"
"FUN_016110-T1","FUN_016110","Length: 818","cyclin-D-binding Myb-like transcription factor 1 isoform X1 [Acropora millepora]","XP_029205157.2",819,"DMTF1",46.598,"Q9Y222"
"FUN_016116-T1","FUN_016116","Length:206","THO complex subunit 7 homolog [Acropora muricata]","XP_067023660.1",233,"GID4",69.231,"A7RX34"
"FUN_016121-T1","FUN_016121","Length:96","uncharacterized protein LOC141864396 [Acropora palmata]","XP_074610236.1",96,"GPRASP1",29.851,"Q9Y5F1"
"FUN_016130-T1","FUN_016130","Length:218","putative ATP-dependent DNA helicase HFM1 [Acropora cervicornis]","KAK2571173.1",1392,"HFM1",27.027,"Q9CRB9"
"FUN_016133-T1","FUN_016133","Length:431","Transmembrane protein 43 [Acropora cervicornis]","KAK2571176.1",405,"TMEM43",43.57,"Q5XIP9"
"FUN_016135-T1","FUN_016135","Length:359","hypothetical protein P5673_003738 [Acropora cervicornis]","KAK2571174.1",260,NA,23.14,"P18519"
"FUN_016147-T1","FUN_016147","Length:1015","Fibronectin type III domain-containing protein [Acropora cervicornis]","KAK2571312.1",350,"FNDC1",40.493,"B8VIW9"
"FUN_016148-T1","FUN_016148","Length:597","hypothetical protein P5673_003893 [Acropora cervicornis]","KAK2571313.1",739,NA,23.313,"Q2TZ19"
"FUN_016149-T1","FUN_016149","Length:779","hypothetical protein P5673_003896 [Acropora cervicornis]","KAK2571316.1",446,NA,24.706,"Q8D1X9"
"FUN_016150-T1","FUN_016150","Length:783","hypothetical protein P5673_003897 [Acropora cervicornis]","KAK2571317.1",771,NA,40.816,"P24375"
"FUN_016152-T1","FUN_016152","Length:120","Serine/threonine-protein phosphatase 5 [Acropora cervicornis]","KAK2554291.1",102,NA,71.186,"Q84K11"
"FUN_016154-T1","FUN_016154","Length:533","Transmembrane protein 87A [Acropora cervicornis]","KAK2554290.1",331,"TMEM87A",51.98,"Q28EW0"
"FUN_016158-T1","FUN_016158","Length:444","Ectonucleoside triphosphate diphosphohydrolase 5 [Acropora cervicornis]","KAK2554231.1",502,"ENTPD5",46.214,"E1C1L6"
"FUN_016167-T1","FUN_016167","Length:458","hypothetical protein P5673_024268 [Acropora cervicornis]","KAK2554266.1",768,NA,23.585,"A6LUE1"
"FUN_016170-T1","FUN_016170","Length:884","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A-like [Acropora muricata]","XP_067018542.1",884,"MGAT5",36.333,"P97259"
"FUN_016174-T1","FUN_016174","Length:205","proteasome subunit beta type-3-like [Pocillopora damicornis]","XP_027043541.1",205,"GABARAPL3",79.512,"O73817"
"FUN_016177-T1","FUN_016177","Length:356","Cathepsin L [Acropora cervicornis]","KAK2554253.1",356,"CTSL",54.248,"A0A1S4F2V5"
"FUN_016178-T1","FUN_016178","Length:333","Cathepsin L [Acropora cervicornis]","KAK2554245.1",627,"CTSL",54.867,"A0A1S4F2V5"
"FUN_016179-T1","FUN_016179","Length:333","Cathepsin L [Acropora cervicornis]","KAK2554245.1",627,"CTSL",61.129,"A0A1S4F2V5"
"FUN_016185-T1","FUN_016185","Length:837","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 [Acropora cervicornis]","KAK2554252.1",765,"A12M1",51.647,"Q803R5"
"FUN_016197-T1","FUN_016197","Length:250","PREDICTED: homeobox protein OTX2-A-like isoform X1 [Acropora digitifera]","XP_015778750.1",229,"ATP6V1A2",60.185,"Q9PVM0"
"FUN_016198-T1","FUN_016198","Length:118","Homeobox protein otx5-B [Acropora cervicornis]","KAK2554309.1",189,"GPRASP1",40.506,"Q28EM7"
"FUN_016204-T1","FUN_016204","Length:2591","GRIP and coiled-coil domain-containing protein 2 [Acropora cervicornis]","KAK2573691.1",2166,"GCC2",31.23,"D3ZZL9"
"FUN_016214-T1","FUN_016214","Length:281","S-formylglutathione hydrolase [Acropora cervicornis]","KAK2573456.1",234,"ADPRH",67.73,"P10768"
"FUN_016232-T1","FUN_016232","Length:775","Sortilin-related receptor [Acropora cervicornis]","KAK2573538.1",2665,"SORCS1",20.594,"Q64605"
"FUN_016233-T1","FUN_016233","Length:106","Sortilin-related receptor [Acropora cervicornis]","KAK2573538.1",2665,"SORCS1",50,"Q64604"
"FUN_016238-T1","FUN_016238","Length:633","Conserved oligomeric Golgi complex subunit 6 [Acropora cervicornis]","KAK2573270.1",465,"COG6",59.554,"Q3SZI7"
"FUN_016239-T1","FUN_016239","Length:259","hypothetical protein P5673_000905 [Acropora cervicornis]","KAK2573267.1",568,NA,30.667,"Q5PPM0"
"FUN_016240-T1","FUN_016240","Length:280","hypothetical protein P5673_000905 [Acropora cervicornis]","KAK2573267.1",568,NA,40,"Q5PPM0"
"FUN_016241-T1","FUN_016241","Length:347","uncharacterized protein [Acropora muricata]","XP_067032405.1",279,"GPRASP1",40,"Q5PPM0"
"FUN_016243-T1","FUN_016243","Length:231","pseudouridine-5'-phosphatase-like [Acropora muricata]","XP_067043343.1",230,NA,52.193,"Q8VZP1"
"FUN_016247-T1","FUN_016247","Length:367","uncharacterized protein [Acropora muricata]","XP_067043304.1",355,"GPRASP1",25.714,"A0A084API3"
"FUN_016273-T1","FUN_016273","Length:643","hypothetical protein P5673_009530, partial [Acropora cervicornis]","KAK2566844.1",638,NA,23.839,"V5BCL0"
"FUN_016276-T1","FUN_016276","Length:120","hypothetical protein P5673_011940 [Acropora cervicornis]","KAK2564498.1",1007,NA,25,"Q9C5P0"
"FUN_016286-T1","FUN_016286","Length:418","intraflagellar transport protein 57 homolog [Montipora capricornis]","XP_068732206.1",418,"IFT57",59.021,"Q5EA95"
"FUN_016287-T1","FUN_016287","Length:202","26S proteasome non-ATPase regulatory subunit 9, partial [Acropora cervicornis]","KAK2566809.1",242,"PSMD9",48,"Q9WTV5"
"FUN_016297-T1","FUN_016297","Length:343","uncharacterized protein [Acropora muricata]","XP_067054590.1",343,"GPRASP1",27.966,"O61307"
"FUN_016300-T1","FUN_016300","Length:1277","Protein turtle-like protein B [Acropora cervicornis]","KAK2566690.1",1432,"APBB1IP",28.381,"Q05BQ1"
"FUN_016301-T1","FUN_016301","Length:8352","LOW QUALITY PROTEIN: uncharacterized protein LOC114971025 [Acropora millepora]","XP_044180278.1",8349,"TCF25",24.408,"Q62812"
"FUN_016309-T1","FUN_016309","Length: 781","Conserved oligomeric Golgi complex subunit 3 [Acropora cervicornis]","KAK2566497.1",584,"COG3",49.32,"Q8CI04"
"FUN_016359-T1","FUN_016359","Length:244","hypothetical protein","",NA,NA,52.055,"R1CW23"
"FUN_016361-T1","FUN_016361","Length:279","hypothetical protein","",NA,NA,58.427,"R1CW23"
"FUN_016362-T1","FUN_016362","Length:278","Two pore calcium channel protein 1","",NA,"KCNK1",60.075,"R1CW23"
"FUN_016364-T1","FUN_016364","Length:300","DDB1- and CUL4-associated factor 4","",NA,"DCAF4",59.551,"R1CW23"
