"Protein","Protein.Description","pident","UniprotID"
"XP_020614585.1","40S ribosomal protein S19-like [Orbicella faveolata]",66.901,"P17074"
"XP_020614592.1","transcription initiation factor TFIID subunit 9B-like [Orbicella faveolata]",41.754,"Q5R7P7"
"XP_020614593.1","mediator of RNA polymerase II transcription subunit 4-like [Orbicella faveolata]",48.876,"Q5XG48"
"XP_020614595.1","60S ribosomal protein L35a-like [Orbicella faveolata]",61.818,"Q90YT3"
"XP_020614599.1","ubiquitin-like modifier-activating enzyme 6 [Orbicella faveolata]",48.81,"A0AVT1"
"XP_020614604.1","synaptotagmin-7-like [Orbicella faveolata]",43.51,"O43581"
"XP_020614609.1","WD repeat domain phosphoinositide-interacting protein 4-like [Orbicella faveolata]",63.099,"Q6DCV0"
"XP_020614615.1","prostatic acid phosphatase-like [Orbicella faveolata]",39.516,"P24638"
"XP_020614618.1","uncharacterized protein LOC110052787 [Orbicella faveolata]",40.217,"Q57997"
"XP_020614619.1","mitochondrial carrier homolog 2-like [Orbicella faveolata]",43.554,"Q5R5M0"
"XP_020614620.1","COP9 signalosome complex subunit 4-like isoform X1 [Orbicella faveolata]",75.449,"O88544"
"XP_020614621.1","COP9 signalosome complex subunit 4-like isoform X2 [Orbicella faveolata]",74.505,"O88544"
"XP_020614623.1","ADP-ribosylation factor GTPase-activating protein 2-like [Orbicella faveolata]",42.857,"Q28CM8"
"XP_020614624.1","uncharacterized protein C3orf38 homolog [Orbicella faveolata]",40.511,"Q5JPI3"
"XP_020614629.1","disks large homolog 1-like isoform X1 [Orbicella faveolata]",62.069,"A0A8C0TYJ0"
"XP_020614633.1","neuromodulin-like [Orbicella faveolata]",39.216,"P36425"
"XP_020614637.1","cGMP-dependent protein kinase 1-like isoform X1 [Orbicella faveolata]",63.485,"P00516"
"XP_020614640.1","cGMP-dependent protein kinase 1-like isoform X2 [Orbicella faveolata]",64.472,"P00516"
"XP_020614641.1","cGMP-dependent protein kinase 1-like isoform X3 [Orbicella faveolata]",62.76,"P00516"
"XP_020614650.1","uncharacterized protein LOC110052807 [Orbicella faveolata]",44.28,"A0LMC1"
"XP_020614654.1","succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like [Orbicella faveolata]",47.586,"P70097"
"XP_020614657.1","phosphoinositide 3-kinase adapter protein 1-like isoform X1 [Orbicella faveolata]",28.75,"Q9DDT2"
"XP_020614660.1","uncharacterized protein LOC110052817 isoform X1 [Orbicella faveolata]",36.17,"P39551"
"XP_020614662.1","26S protease regulatory subunit 10B [Orbicella faveolata]",88.831,"P62333"
"XP_020614664.1","growth arrest-specific protein 2-like [Orbicella faveolata]",44.015,"P11862"
"XP_020614665.1","small VCP/p97-interacting protein-like [Orbicella faveolata]",39.474,"P0C0A9"
"XP_020614667.1","sacsin-like [Orbicella faveolata]",28.452,"Q9NZJ4"
"XP_020614670.1","uncharacterized protein LOC110052825 [Orbicella faveolata]",29.008,"Q96NA8"
"XP_020614671.1","nicastrin-like [Orbicella faveolata]",36.185,"Q92542"
"XP_020614672.1","protein lin-41-like [Orbicella faveolata]",32.753,"E7FAM5"
"XP_020614687.1","uncharacterized protein LOC110052838 [Orbicella faveolata]",29.63,"Q92956"
"XP_020614689.1","single-stranded DNA-binding protein, mitochondrial-like [Orbicella faveolata]",38.028,"P28042"
"XP_020614696.1","phospholipid scramblase 1-like isoform X1 [Orbicella faveolata]",59.052,"Q3ZBG9"
"XP_020614698.1","succinate dehydrogenase [ubiquinone] cytochrome b small subunit B, mitochondrial-like [Orbicella faveolata]",46.875,"Q6AZV0"
"XP_020614704.1","cytochrome P450 3A31-like [Orbicella faveolata]",46.32,"O70537"
"XP_020614706.1","uncharacterized protein LOC110052854 [Orbicella faveolata]",25,"Q8BV66"
"XP_020614708.1","zinc finger CCCH domain-containing protein 10-like [Orbicella faveolata]",34.137,"Q96K80"
"XP_020614711.1","uncharacterized protein LOC110052860 [Orbicella faveolata]",27,"Q4LDE5"
"XP_020614713.1","granulins-like, partial [Orbicella faveolata]",38.623,"P23785"
"XP_020614720.1","synaptotagmin 1-like [Orbicella faveolata]",51.19,"P21521"
"XP_020614724.1","granulins-like [Orbicella faveolata]",32.105,"P28798"
"XP_020614726.1","testicular acid phosphatase homolog, partial [Orbicella faveolata]",46.897,"Q3KQG9"
"XP_020614728.1","radial spoke head 1 homolog [Orbicella faveolata]",43.103,"Q8VIG3"
"XP_020614733.1","sacsin-like, partial [Orbicella faveolata]",31.409,"Q9NZJ4"
"XP_020614734.1","propionyl-CoA carboxylase alpha chain, mitochondrial-like [Orbicella faveolata]",76,"Q91ZA3"
"XP_020614738.1","uncharacterized protein LOC110052888 [Orbicella faveolata]",31.472,"Q9D1D6"
"XP_020614742.1","LOW QUALITY PROTEIN: ubiquitin-like modifier-activating enzyme 6 [Orbicella faveolata]",52.536,"A0AVT1"
"XP_020614743.1","aldehyde dehydrogenase 9-like, partial [Orbicella faveolata]",72.374,"Q8MI17"
"XP_020614744.1","sacsin-like [Orbicella faveolata]",28.516,"Q9NZJ4"
"XP_020614751.1","mannose-P-dolichol utilization defect 1 protein-like isoform X1 [Orbicella faveolata]",45.339,"Q9R0Q9"
"XP_020614753.1","uncharacterized protein LOC110052902 [Orbicella faveolata]",21.357,"Q54JA3"
"XP_020614754.1","epididymal secretory protein E1-like [Orbicella faveolata]",39.167,"Q9Z0J0"
"XP_020614755.1","uncharacterized protein LOC110052907 [Orbicella faveolata]",20.946,"Q9VQ62"
"XP_020614762.1","prostatic acid phosphatase-like [Orbicella faveolata]",42.817,"Q8CE08"
"XP_020614763.1","platelet-activating factor acetylhydrolase IB subunit gamma-like [Orbicella faveolata]",54.688,"P68401"
"XP_020614775.1","sacsin-like [Orbicella faveolata]",34.103,"Q9NZJ4"
"XP_020614779.1","proline-rich extensin-like protein EPR1 [Orbicella faveolata]",34.109,"Q91ZW9"
"XP_020614782.1","phospholipase A2 A2-actitoxin-Cgg2a-like [Orbicella faveolata]",42.623,"D2X8K2"
"XP_020614783.1","trichohyalin-like [Orbicella faveolata]",24.845,"Q9Y2K3"
"XP_020614785.1","LOW QUALITY PROTEIN: sacsin-like [Orbicella faveolata]",56.716,"Q9NZJ4"
"XP_020614788.1","cytochrome P450 3A41-like [Orbicella faveolata]",37.526,"Q9PVE8"
"XP_020614789.1","cysteine protease ATG4B-like [Orbicella faveolata]",57.065,"Q8BGE6"
"XP_020614790.1","uncharacterized protein LOC110052939 [Orbicella faveolata]",25.551,"P10587"
"XP_020614792.1","thymidylate kinase-like [Orbicella faveolata]",50.242,"Q3B752"
"XP_020614806.1","uncharacterized protein LOC110052964 [Orbicella faveolata]",36.538,"Q60855"
"XP_020614807.1","uncharacterized protein LOC110052966 [Orbicella faveolata]",25.581,"A9MI40"
"XP_020614811.1","neural cell adhesion molecule 2-like [Orbicella faveolata]",28.896,"A2AJ76"
"XP_020614812.1","hemicentin-1-like isoform X1 [Orbicella faveolata]",26.284,"A2AJ76"
"XP_020614817.1","cell adhesion molecule-related/down-regulated by oncogenes-like [Orbicella faveolata]",29.054,"Q60ZN5"
"XP_020614819.1","neurotrimin-like [Orbicella faveolata]",31.313,"Q58DA5"
"XP_020614824.1","uncharacterized protein LOC110052980 [Orbicella faveolata]",34.615,"Q96RT1"
"XP_020614826.1","kinesin-like protein KIF15 isoform X1 [Orbicella faveolata]",39.685,"Q9GYZ0"
"XP_020614836.1","nascent polypeptide-associated complex subunit alpha, muscle-specific form-like isoform X1 [Orbicella faveolata]",33.699,"Q91W39"
"XP_020614840.1","protein arginine N-methyltransferase 5-like isoform X1 [Orbicella faveolata]",57.28,"O14744"
"XP_020614841.1","guanylate-binding protein 5-like, partial [Orbicella faveolata]",22.59,"Q9Z0E6"
"XP_020614848.1","growth arrest-specific protein 8-like [Orbicella faveolata]",73.118,"O95995"
"XP_020614850.1","xaa-Pro dipeptidase-like [Orbicella faveolata]",67.21,"Q5I0D7"
"XP_020614852.1","WD repeat-containing protein 87-like, partial [Orbicella faveolata]",23.221,"Q9H0R5"
"XP_020614853.1","protein C8orf37 homolog [Orbicella faveolata]",40.845,"Q3UJP5"
"XP_020614854.1","dnaJ homolog subfamily A member 2-like [Orbicella faveolata]",65.049,"Q2HJ94"
"XP_020614856.1","transcription initiation factor TFIID subunit 4-like [Orbicella faveolata]",54.513,"O00268"
"XP_020614858.1","kelch-like protein 2 [Orbicella faveolata]",34.168,"Q8VCK5"
"XP_020614861.1","kelch domain-containing protein 8B-like isoform X1 [Orbicella faveolata]",28.436,"Q5XIA9"
"XP_020614867.1","uncharacterized protein LOC110053019 [Orbicella faveolata]",53.139,"P26221"
"XP_020614868.1","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like [Orbicella faveolata]",40.458,"Q8MJY8"
"XP_020614870.1","RING finger and SPRY domain-containing protein 1-like [Orbicella faveolata]",56.223,"Q95LP3"
"XP_020614874.1","sialate O-acetylesterase-like [Orbicella faveolata]",41.283,"Q9HAT2"
"XP_020614877.1","hemicentin-1-like [Orbicella faveolata]",24.548,"Q96RW7"
"XP_020614878.1","uncharacterized protein LOC110053030 [Orbicella faveolata]",28.947,"F4JMH9"
"XP_020614879.1","hemicentin-2-like [Orbicella faveolata]",25.673,"A2AJ76"
"XP_020614880.1","hemicentin-2-like [Orbicella faveolata]",29.811,"Q92626"
"XP_020614886.1","glutathione synthetase-like [Orbicella faveolata]",45.474,"Q5EAC2"
"XP_020614895.1","eukaryotic translation initiation factor 6-like [Orbicella faveolata]",81.224,"Q6GR45"
"XP_020614899.1","peptidase M20 domain-containing protein 2-like [Orbicella faveolata]",48.762,"Q8IYS1"
"XP_020614902.1","plasma membrane calcium-transporting ATPase 3-like isoform X1 [Orbicella faveolata]",56.124,"Q16720"
"XP_020614905.1","plasma membrane calcium-transporting ATPase 2-like [Orbicella faveolata]",40,"Q16720"
"XP_020614910.1","uncharacterized protein LOC110053064 [Orbicella faveolata]",20.857,"A0A0R4IBK5"
"XP_020614913.1","E3 ubiquitin-protein ligase rnf213-alpha-like isoform X1 [Orbicella faveolata]",39.147,"A0A0R4IBK5"
"XP_020614916.1","E3 ubiquitin-protein ligase rnf213-alpha-like isoform X4 [Orbicella faveolata]",38.682,"A0A0R4IBK5"
"XP_020614919.1","E3 ubiquitin-protein ligase rnf213-alpha-like [Orbicella faveolata]",26.877,"E9Q555"
"XP_020614921.1","E3 ubiquitin-protein ligase RNF213-like isoform X1 [Orbicella faveolata]",29.393,"A0A0R4IBK5"
"XP_020614926.1","anoctamin-2-like [Orbicella faveolata]",36.788,"Q8CFW1"
"XP_020614932.1","40S ribosomal protein S26-like [Orbicella faveolata]",78.261,"P27085"
"XP_020614934.1","dipeptidyl peptidase 4-like [Orbicella faveolata]",33.668,"P22411"
"XP_020614935.1","sentrin-specific protease 1-like isoform X1 [Orbicella faveolata]",36.957,"Q5RBB1"
"XP_020614938.1","DNA topoisomerase 2-alpha-like [Orbicella faveolata]",57.7,"P41515"
"XP_020614940.1","uncharacterized protein LOC110053094 isoform X1 [Orbicella faveolata]",35.922,"Q9GZY4"
"XP_020614944.1","prohibitin-like [Orbicella faveolata]",75.277,"P84173"
"XP_020614946.1","cytosolic 5'-nucleotidase 3-like isoform X1 [Orbicella faveolata]",37.538,"Q5ZID6"
"XP_020614947.1","cytosolic 5'-nucleotidase 3-like isoform X2 [Orbicella faveolata]",39.385,"Q5ZID6"
"XP_020614952.1","very-long-chain 3-oxoacyl-CoA reductase-like [Orbicella faveolata]",59.504,"O57314"
"XP_020614954.1","uncharacterized protein LOC110053101 [Orbicella faveolata]",23.511,"Q9H0R5"
"XP_020614965.1","dynein assembly factor with WDR repeat domains 1-like isoform X1 [Orbicella faveolata]",76.867,"Q6P2Y2"
"XP_020614977.1","heat shock 70 kDa protein 12A-like [Orbicella faveolata]",38.782,"Q8K0U4"
"XP_020614981.1","heat shock 70 kDa protein 12A-like [Orbicella faveolata]",31.955,"Q8K0U4"
"XP_020614982.1","uncharacterized protein LOC110053135 [Orbicella faveolata]",29.565,"P57096"
"XP_020614990.1","uncharacterized protein LOC110053143 isoform X1 [Orbicella faveolata]",35.84,"Q8K0U4"
"XP_020614998.1","uncharacterized protein LOC110053146, partial [Orbicella faveolata]",23.162,"Q06304"
"XP_020615000.1","aminomethyltransferase, mitochondrial-like [Orbicella faveolata]",62.834,"P48728"
"XP_020615001.1","uncharacterized protein LOC110053150 [Orbicella faveolata]",23.308,"P09167"
"XP_020615003.1","uncharacterized protein LOC110053151 [Orbicella faveolata]",23.183,"Q06304"
"XP_020615008.1","uncharacterized protein LOC110053155 [Orbicella faveolata]",30.38,"B2VGA2"
"XP_020615015.1","DBH-like monooxygenase protein 1 isoform X1 [Orbicella faveolata]",41.358,"Q9CXI3"
"XP_020615019.1","uncharacterized protein LOC110053160 isoform X1 [Orbicella faveolata]",24.39,"Q8W032"
"XP_020615022.1","uncharacterized protein LOC110053160 isoform X4 [Orbicella faveolata]",24.39,"Q8W032"
"XP_020615023.1","uncharacterized protein LOC110053162 isoform X1 [Orbicella faveolata]",44.118,"Q4QFD3"
"XP_020615027.1","DBH-like monooxygenase protein 1 homolog [Orbicella faveolata]",42.457,"Q9CXI3"
"XP_020615033.1","protein CDV3 homolog A-like isoform X1 [Orbicella faveolata]",39.766,"Q6DIS2"
"XP_020615038.1","DBH-like monooxygenase protein 1 [Orbicella faveolata]",46.263,"Q9CXI3"
"XP_020615042.1","dynamin-1-like protein [Orbicella faveolata]",57.895,"Q7SXN5"
"XP_020615046.1","glutamate--cysteine ligase catalytic subunit-like [Orbicella faveolata]",54.823,"P48506"
"XP_020615049.1","uncharacterized protein LOC110053187 [Orbicella faveolata]",35.593,"D3ZAT9"
"XP_020615052.1","glutamate--cysteine ligase catalytic subunit-like [Orbicella faveolata]",62.639,"P48506"
"XP_020615065.1","exosome complex component RRP42-like [Orbicella faveolata]",59.794,"Q15024"
"XP_020615067.1","protein phosphatase 1 regulatory subunit 16A-like [Orbicella faveolata]",42.021,"Q96T49"
"XP_020615068.1","probable tRNA N6-adenosine threonylcarbamoyltransferase [Orbicella faveolata]",88.657,"A7SXZ6"
"XP_020615073.1","ras-related protein Rab-38-like [Orbicella faveolata]",27.368,"P57729"
"XP_020615077.1","protein CBFA2T1-like isoform X1 [Orbicella faveolata]",50.207,"O75081"
"XP_020615084.1","isoaspartyl peptidase/L-asparaginase-like isoform X1 [Orbicella faveolata]",41.796,"Q32LE5"
"XP_020615086.1","inositol monophosphatase 1-like [Orbicella faveolata]",53.875,"Q5R4X0"
"XP_020615088.1","beta-2-syntrophin-like [Orbicella faveolata]",47.438,"Q13884"
"XP_020615092.1","uncharacterized protein LOC110053223 [Orbicella faveolata]",47.368,"Q8CG08"
"XP_020615099.1","ras-related protein Rab-38-like [Orbicella faveolata]",29,"P57729"
"XP_020615100.1","biogenesis of lysosome-related organelles complex 1 subunit 4-like [Orbicella faveolata]",34.211,"Q9NUP1"
"XP_020615101.1","magnesium-dependent phosphatase 1-like [Orbicella faveolata]",54.194,"Q86V88"
"XP_020615102.1","small nuclear ribonucleoprotein-associated protein B'-like [Orbicella faveolata]",73.077,"Q9N1Q0"
"XP_020615114.1","uncharacterized protein LOC110053245 [Orbicella faveolata]",23.75,"B1VEI4"
"XP_020615121.1","proteasome assembly chaperone 4-like [Orbicella faveolata]",45.528,"P0C7N9"
"XP_020615125.1","nuclear envelope phosphatase-regulatory subunit 1-like [Orbicella faveolata]",60.656,"Q561X0"
"XP_020615129.1","uncharacterized protein LOC110053258 [Orbicella faveolata]",22.581,"Q7M8I0"
"XP_020615144.1","tropomyosin-1, isoforms 9A/A/B-like [Orbicella faveolata]",35.983,"O97192"
"XP_020615146.1","DNA-directed RNA polymerase II subunit RPB11-a-like [Orbicella faveolata]",79.487,"O08740"
"XP_020615150.1","40S ribosomal protein S6-like [Orbicella faveolata]",77.551,"G1TM55"
"XP_020615151.1","keratinocyte-associated protein 2-like [Orbicella faveolata]",53.333,"Q5Q995"
"XP_020615161.1","keratin, type II cytoskeletal 80-like [Orbicella faveolata]",31.532,"P10999"
"XP_020615165.1","cyclin-dependent kinase 7-like isoform X1 [Orbicella faveolata]",72.464,"P50613"
"XP_020615168.1","frataxin, mitochondrial-like isoform X1 [Orbicella faveolata]",55.556,"Q05B87"
"XP_020615172.1","E3 ubiquitin-protein ligase RNF126-B-like [Orbicella faveolata]",38.435,"Q6IRP0"
"XP_020615174.1","ubiquitin-associated protein 2-like isoform X1 [Orbicella faveolata]",34.795,"Q5T6F2"
"XP_020615176.1","uncharacterized protein LOC110053300 [Orbicella faveolata]",26.531,"P9WL21"
"XP_020615181.1","protein unc-13 homolog B-like [Orbicella faveolata]",57.214,"Q9Z1N9"
"XP_020615186.1","lamin-B1-like [Orbicella faveolata]",34.019,"P13648"
"XP_020615189.1","RNA-binding motif, single-stranded-interacting protein 3-like [Orbicella faveolata]",53.68,"Q15434"
"XP_020615194.1","heterogeneous nuclear ribonucleoprotein K-like isoform X1 [Orbicella faveolata]",37.416,"P61978"
"XP_020615203.1","uncharacterized protein LOC110053324 [Orbicella faveolata]",31.429,"Q9FPT1"
"XP_020615218.1","centrosomal protein of 120 kDa-like [Orbicella faveolata]",45.368,"A0JN62"
"XP_020615219.1","methylmalonyl-CoA epimerase, mitochondrial-like, partial [Orbicella faveolata]",67.742,"Q96PE7"
"XP_020615221.1","metaxin-1-like [Orbicella faveolata]",44.33,"Q27HK4"
"XP_020615226.1","myosin-9-like [Orbicella faveolata]",56.589,"Q9FHN8"
"XP_020615227.1","follistatin-A-like isoform X1 [Orbicella faveolata]",31.765,"Q9YHV4"
"XP_020615229.1","lysine-specific demethylase 8-like isoform X1 [Orbicella faveolata]",29.437,"Q8N371"
"XP_020615231.1","tropomyosin-like [Orbicella faveolata]",45.763,"Q8WR63"
"XP_020615237.1","uncharacterized protein LOC110053354 [Orbicella faveolata]",25,"Q5UQT5"
"XP_020615240.1","puromycin-sensitive aminopeptidase-like [Orbicella faveolata]",56.207,"Q11011"
"XP_020615242.1","uncharacterized protein LOC110053361 [Orbicella faveolata]",25.926,"Q8GBW6"
"XP_020615243.1","cilia- and flagella-associated protein 70-like [Orbicella faveolata]",41.525,"D3YVL2"
"XP_020615244.1","ralBP1-associated Eps domain-containing protein 1-like isoform X1 [Orbicella faveolata]",53.608,"Q96D71"
"XP_020615245.1","puromycin-sensitive aminopeptidase-like protein [Orbicella faveolata]",65.549,"P55786"
"XP_020615246.1","puromycin-sensitive aminopeptidase-like [Orbicella faveolata]",59.009,"Q11011"
"XP_020615247.1","uncharacterized protein LOC110053367 [Orbicella faveolata]",NA,NA
"XP_020615250.1","uncharacterized transmembrane protein DDB_G0289901-like [Orbicella faveolata]",31.068,"F4KHA2"
"XP_020615252.1","uncharacterized protein LOC110053371 [Orbicella faveolata]",31.646,"Q9C9Y8"
"XP_020615253.1","histidine N-acetyltransferase-like [Orbicella faveolata]",26.183,"Q0P4Y1"
"XP_020615255.1","protein tyrosine phosphatase type IVA 3-like [Orbicella faveolata]",69.811,"A2VDT1"
"XP_020615260.1","aminoacyl tRNA synthase complex-interacting multifunctional protein 1-like [Orbicella faveolata]",42.308,"Q12904"
"XP_020615262.1","AP-3 complex subunit mu-1-like [Orbicella faveolata]",78.906,"Q5ZMP7"
"XP_020615263.1","AP-3 complex subunit mu-1-like [Orbicella faveolata]",63.636,"Q5ZMP7"
"XP_020615264.1","uncharacterized protein C05D11.1-like [Orbicella faveolata]",31.765,"P48053"
"XP_020615266.1","uncharacterized protein LOC110053386 [Orbicella faveolata]",34.293,"P40783"
"XP_020615268.1","vacuolar protein sorting-associated protein VTA1 homolog [Orbicella faveolata]",45.714,"Q32L63"
"XP_020615272.1","uncharacterized protein LOC110053391 [Orbicella faveolata]",36.364,"O54873"
"XP_020615276.1","proteasome subunit beta type-7-like [Orbicella faveolata]",70,"Q9JHW0"
"XP_020615277.1","synaptotagmin-6-like [Orbicella faveolata]",33.188,"Q9R0N9"
"XP_020615278.1","parkin coregulated gene protein homolog [Orbicella faveolata]",76.577,"Q9DAK2"
"XP_020615284.1","protein tyrosine phosphatase type IVA 1-like [Orbicella faveolata]",62.941,"Q5R7J8"
